preset,x_h,phi_h,temperature_L,sound_speed_squared
cosh-calibration,0.87354644683939719,0.81981616951907421,0.40471984829934737,0.32432365786681572
cosh-calibration,0.88091579473014225,0.82648647674549769,0.39901662484744738,0.32418801123795554
cosh-calibration,0.88834731136821776,0.83320722041718831,0.39339463896406041,0.32405058036219536
cosh-calibration,0.89584152121700911,0.83997869425038652,0.38785273220016564,0.32391134951400302
cosh-calibration,0.90339895316434127,0.84680119172363533,0.38238976257490431,0.32377030306925003
cosh-calibration,0.91102014055980318,0.85367500602902358,0.37700460434086108,0.32362742550945744
cosh-calibration,0.91870562125238864,0.86060043002466446,0.37169614775287996,0.32348270142531982
cosh-calibration,0.9264559376284528,0.86757775618347277,0.36646329884017775,0.32333611553591218
cosh-calibration,0.93427163664999069,0.87460727654193271,0.36130497918139992,0.32318765269050864
cosh-calibration,0.94215326989323755,0.88168928265072322,0.35622012568340072,0.3230372978796775
cosh-calibration,0.95010139358759549,0.88882406552081894,0.35120769036262645,0.32288503624816867
cosh-calibration,0.9581165686548877,0.89601191556936599,0.34626664013010039,0.32273085309690119
cosh-calibration,0.96619936074894452,0.90325312256885915,0.34139595657919936,0.32257473390217817
cosh-calibration,0.97435034029552336,0.91054797558901757,0.33659463577647258,0.32241666432056959
cosh-calibration,0.98257008253256517,0.91789676294372835,0.33186168805560606,0.32225663019937933
cosh-calibration,0.99085916755079084,0.92529977213151249,0.3271961378141745,0.32209461758828928
cosh-calibration,0.99921818033463927,0.93275728978348293,0.32259702331338047,0.32193061275081852
cosh-calibration,1.0076477108035522,0.94026960160032214,0.3180633964805798,0.32176460217272668
cosh-calibration,1.0161483538536058,0.94783699229652818,0.31359432271479204,0.32159657257396429
cosh-calibration,1.0247207093994948,0.95545974553988378,0.30918888069476319,0.3214265109223684
cosh-calibration,1.0333653824168694,0.96313814389269936,0.30484616218994176,0.32125440444259518
cosh-calibration,1.0420829829850311,0.97087246874910271,0.30056527187407245,0.32108024062487744
cosh-calibration,1.0508741263299872,0.97866300027524133,0.29634532714160233,0.32090400724059132
cosh-calibration,1.0597394328678689,0.9865100173444219,0.29218545792646528,0.32072569235686471
cosh-calibration,1.068679528248716,0.9944137974790801,0.28808480652360968,0.32054528433989549
cosh-calibration,1.0776950434006312,1.002374616782437,0.28404252741317082,0.32036277187217221
cosh-calibration,1.0867866145743057,1.0103927498762544,0.28005778708696388,0.32017814396578798
cosh-calibration,1.0959548833879222,1.0184684698369124,0.27612976387756721,0.31999138997142584
cosh-calibration,1.1052004968724352,1.0266020481281872,0.27225764778987266,0.31980249959188317
cosh-calibration,1.1145241075172334,1.0347937545371124,0.26844064033498338,0.31961146289498266
cosh-calibration,1.1239263733161884,1.0430438571060405,0.26467795436653968,0.31941827032516401
cosh-calibration,1.1334079578140912,1.0513526220669269,0.26096881391937626,0.31922291271570596
cosh-calibration,1.1429695301534801,1.0597203137729045,0.25731245405049724,0.31902538130547864
cosh-calibration,1.1526117651218641,1.0681471946305932,0.25370812068224519,0.31882566774467791
cosh-calibration,1.1623353431993451,1.0766335250322339,0.25015507044795282,0.31862376411072413
cosh-calibration,1.17214095060664,1.0851795632860466,0.24665257053951054,0.31841966292493795
cosh-calibration,1.1820292793535112,1.0937855655468953,0.24319989855733204,0.31821335715615917
cosh-calibration,1.1920010272876016,1.1024517857478213,0.23979634236244976,0.31800484024517545
cosh-calibration,1.2020568981436857,1.1111784755292995,0.23644119993051191,0.31779410610849979
cosh-calibration,1.2121976015933322,1.1199658841688429,0.23313377920829526,0.31758114914766816
cosh-calibration,1.2224238532949896,1.1288142585109326,0.22987339797192807,0.31736596428026231
cosh-calibration,1.2327363749444906,1.1377238428966641,0.22665938368710672,0.31714854693410821
cosh-calibration,1.2431358943259854,1.1466948790914504,0.22349107337176055,0.31692889306163718
cosh-calibration,1.253623145363302,1.1557276062157273,0.22036781346021159,0.31670699916409095
cosh-calibration,1.2641988681717433,1.1648222606724064,0.2172889596695172,0.31648286229625322
cosh-calibration,1.2748638091103179,1.1739790760761095,0.21425387686768121,0.31625648007542517
cosh-calibration,1.285618720834413,1.1831982831819334,0.21126193894386022,0.31602785069871636
cosh-calibration,1.2964643623489109,1.1924801098134341,0.20831252868025291,0.3157969729576981
cosh-calibration,1.3074014990617555,1.2018247807920872,0.20540503762596379,0.31556384624594896
cosh-calibration,1.3184309028379686,1.2112325178655527,0.2025388659726314,0.31532847056530727
cosh-calibration,1.3295533520541216,1.2207035396368167,0.19971342243200629,0.31509084655213249
cosh-calibration,1.34076963165327,1.2302380614924289,0.19692812411486924,0.31485097547922808
cosh-calibration,1.3520805332003467,1.23983629553248,0.1941823964122808,0.31460885926122661
cosh-calibration,1.363486854938027,1.2494984505004991,0.19147567287805123,0.31436450048195114
cosh-calibration,1.3749894018430615,1.2592247317110565,0.18880739511312908,0.31411790239207799
cosh-calibration,1.386588985683086,1.2690153409821139,0.18617701265164743,0.31386906892304844
cosh-calibration,1.3982864250739107,1.2788704765641077,0.18358398284855101,0.31361800469729645
cosh-calibration,1.4100825455372918,1.288790333070968,0.18102777076892709,0.31336471504195107
cosh-calibration,1.4219781795591908,1.2987751014120212,0.17850784907876888,0.3131092059948109
